service_code,service_name,carrier_service_code,service_register_code,features,zone_label,country_codes,min_weight,max_weight,zone_min_weight,zone_max_weight,max_length,max_width,max_height,rate,cost,zone_id,postal_codes,cities,active,currency,weight_unit,dimension_unit,transit_days,domicile,international,included_compensation,package_format_identifier,notes,meta_source_url,meta_effective_date,veryfy price,fuel_energy_surcharge_percentage,green_surcharge_amount,peak_surcharge_amount,peak_surcharge_start_date,peak_surcharge_end_date,signature_surcharge_amount,age_verification_surcharge_amount,id_verification_surcharge_amount,signature_surcharge_letter_amount,signature_surcharge_large_letter_amount,signature_surcharge_parcel_amount
royal_mail_international_business_parcel_tracked_extra_compensation,International Business Parcel Tracked Extra Compensation (01 / X1006082),MP4,01,tracked:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_business_parcel_signed,International Business Parcel Signed (01 / X1006082),MP5,01,signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_business_parcel_signed_extra_compensation,International Business Parcel Signed Extra Compensation (01 / X1006082),MP6,01,signature:b2c:b2b:Insurance,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_business_parcel_tracked_country_priced,International Business Parcel Tracked Country Priced (01 / X1006082),MP7,01,tracked:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_business_parcel_signed_country_priced,International Business Parcel Signed Country Priced (01 / X1006082),MP9,01,signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_International_Business_Mail_Tracked_High_Volume,International Business Mail Tracked High Volume (01 / X1006082),MPL,01,tracked:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_International_Business_Mail_Tracked_Signed_High_Volume,International Business Mail Tracked & Signed High Volume (01 / X1006082),MPM,01,tracked:signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_International_Business_Mail_Signed_Country_Priced,International Business Mail Signed Country Priced (01 / X1006082),MPN,01,signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_International_Business_Mail_Tracked_High_Volume_Extra_Compensation,International Business Mail Tracked High Volume Extra Compensation (01 / X1006082),MPO,01,tracked:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_International_Business_Mail_Tracked_Signed_High_Volume_Extra_Compensation,International Business Mail Tracked & Signed High Volume Extra Compensation (01 / X1006082),MPP,01,tracked:signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_business_parcel_tracked_ddp,International Business Parcel Tracked DDP (01 / X1006082),MPR,01,tracked:b2c:b2b:ddp,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_International_Business_Parcel_Tracked_Signed,International Business Parcel Tracked & Signed (01 / Q1006082),MTA,01,tracked:signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_International_Business_Parcel_Tracked_Signed_Extra_Compensation,International Business Parcel Tracked & Signed Extra Compensation (01 / X1006082),MTB,01,tracked:signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_business_mail_tracked_and_signed,International Business Mail Tracked & Signed (01 / Q1006082),MTC,01,tracked:signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_business_mail_tracked_and_signed_extra_compensation,International Business Mail Tracked & Signed Extra Compensation (01 / X1006082),MTD,01,tracked:signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_International_Business_Parcel_Tracked_Signed_Country,International Business Parcel Tracked & Signed Country (01 / X1006082),MTE,01,tracked:signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_business_mail_tracked_and_signed_country,International Business Mail Tracked & Signed Country (01 / X1006082),MTG,01,tracked:signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_business_mail_tracked,International Business Mail Tracked (01 / X1006082),MTI,01,tracked:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_business_mail_tracked_extra_compensation,International Business Mail Tracked Extra Compensation (01 / X1006082),MTJ,01,tracked:b2c:b2b:Insurance,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_business_mail_tracked_country_priced,International Business Mail Tracked Country Priced (01 / X1006082),MTK,01,tracked:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_business_mail_signed,International Business Mail Signed (01 / Q1006082),MTM,01,signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_business_mail_signed_extra_compensation,International Business Mail Signed Extra Compensation (01 / X1006082),MTN,01,signature:b2c:b2b:Insurance,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_business_mail_signed_country_priced,International Business Mail Signed Country Priced (01 / X1006082),MTO,01,signature:b2c:b2b,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_business_mail_signed_extra_compensation_country,International Business Mail Signed Extra Compensation Country (01 / X1006082),MTP,01,signature:b2c:b2b:Insurance,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_standard,International Standard On Account (01 / D1006082),OLA,01,b2c:b2b,International,,0.001,2000,,,,,,3.6,3.6,intl_generic,,,False,GBP,G,MM,5,False,True,20.0,,On Account letters from-rate; international zone/format pricing varies. Superseded for rating by package-format-specific Royal Mail public online rate rows.,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_economy,International Economy On Account (01 / D1006082),OLS,01,b2c:b2b,International,,0.001,30000,,,,,,3.5,3.5,intl_generic,,,False,GBP,G,MM,15,False,True,20.0,,On Account letters from-rate; letters to Europe must use International Standard. Superseded for rating by package-format-specific Royal Mail public online rate rows.,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,,,,,,,,,,,
royal_mail_international_signed,International Signed On Account (01),OSA,01,signature:b2c:b2b,International,,0.001,30000,,,,,,8.5,8.5,intl_generic,,,False,GBP,G,MM,5,False,True,50.0,,Mapped to International Tracked & Signed personal correspondence family; validate carrier code mapping. Superseded for rating by package-format-specific Royal Mail public online rate rows.,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_signed_extra_compensation,International Signed On Account Extra Compensation (01),OSB,01,signature:b2c:b2b:Insurance,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_tracked,International Tracked On Account (01),OTA,01,tracked:b2c:b2b,International,,0.001,30000,,,,,,9.8,9.8,intl_generic,,,False,GBP,G,MM,5,False,True,50.0,,On Account Europe Large Letter 100g from-rate. Superseded for rating by package-format-specific Royal Mail public online rate rows.,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_tracked_extra_compensation,International Tracked On Account Extra Compensation (01),OTB,01,tracked:b2c:b2b:Insurance,International,,0.001,30000,,,,,,12.9,12.9,intl_generic,,,False,GBP,G,MM,5,False,True,250.0,,International Tracked reference from-rate + £3.10 extra compensation. Superseded for rating by package-format-specific Royal Mail public online rate rows.,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_tracked_and_signed,International Tracked & Signed On Account (01),OTC,01,tracked:signature:b2c:b2b,International,,0.001,30000,,,,,,8.5,8.5,intl_generic,,,False,GBP,G,MM,5,False,True,50.0,,On Account letters from-rate. Superseded for rating by package-format-specific Royal Mail public online rate rows.,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_international_tracked_and_signed_extra_compensation,International Tracked & Signed On Account Extra Compensation (01),OTD,01,tracked:signature:b2c:b2b:Insurance,International,,0.001,30000,,,,,,,,intl_generic,,,False,GBP,G,MM,,False,True,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,12,,,,,,,,,,
royal_mail_tracked_24,Tracked 24 (01 / 214655TN),TPN24,02,tracked:b2c:b2b:signature:email_notifications,Domestic,GB,0.001,2000,,,350,450,160,4.4,4.4,gb_domestic,,,True,GBP,G,MM,1,True,False,150.0,,Tracked 24 feature set from PDF;,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,16,0.05,0.12,2026-11-17,2027-01-09,0.70,2.40,,,1.10,0.70
royal_mail_tracked_24_lbt,Royal Mail Tracked 24 LBT (01 / 214655RN),TRN24,01,tracked:b2c:b2b:signature:email_notifications,Domestic,GB,0.001,2000,,,350,450,160,5.75,5.75,gb_domestic,,,False,GBP,G,MM,1,True,False,150.0,,LBT service inferred from Tracked 24 family features; validate rate separately.,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,16,0.05,0.07,2026-11-17,2027-01-09,0.70,2.40,,,1.10,0.70
royal_mail_tracked_returns_48,Tracked Returns 48 (01 / 214655SS),TSS,01,return:tracked,Domestic,GB,0.001,2000,,,350,450,160,,,gb_domestic_returns,,,False,GBP,G,MM,2,True,False,,,Cost Unknown,https://www.royalmail.com/sites/royalmail.com/files/2026-03/business-price-guide-april-2026-v3-ta.pdf,2026-04-07,,16,0.05,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,Europe Zone 1,IE:FR:DE:DK:MC,0.001,750,0,100.001,353,250,25,9.80,9.80,europe_zone_1,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,Europe Zone 1,IE:FR:DE:DK:MC,0.001,750,100,250.001,353,250,25,9.90,9.90,europe_zone_1,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,Europe Zone 1,IE:FR:DE:DK:MC,0.001,750,250,500.001,353,250,25,10.50,10.50,europe_zone_1,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,Europe Zone 1,IE:FR:DE:DK:MC,0.001,750,500,750.001,353,250,25,10.90,10.90,europe_zone_1,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,750,0,100.001,353,250,25,9.80,9.80,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,750,100,250.001,353,250,25,9.90,9.90,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,750,250,500.001,353,250,25,10.50,10.50,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,750,500,750.001,353,250,25,10.90,10.90,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,750,0,100.001,353,250,25,9.80,9.80,europe_zone_3,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,750,100,250.001,353,250,25,9.90,9.90,europe_zone_3,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,750,250,500.001,353,250,25,10.50,10.50,europe_zone_3,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,750,500,750.001,353,250,25,10.90,10.90,europe_zone_3,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,World Zone 1,,0.001,750,0,100.001,353,250,25,11.75,11.75,world_zone_1,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_large_letter,International Tracked Large Letter,OTA,01,tracked:b2c:b2b,World Zone 1,,0.001,750,100,250.001,353,250,25,12.55,12.55,world_zone_1,,,True,GBP,G,MM,7,False,True,50,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
